model,ratio_coconot_converted,ratio_evol_codealpaca_heval_decontaminated,ratio_flan_v2_converted,ratio_no_robots_converted,ratio_numinamath_tir_math_decontaminated,ratio_oasst1_converted,ratio_personahub_code_v2_34999,ratio_personahub_ifdata_manual_seed_v3_29980,ratio_personahub_math_v5_regen_149960,ratio_tulu_hard_coded_repeated_10,ratio_tulu_v3.9_aya_100k,ratio_tulu_v3.9_open_math_2_gsm8k_50k,ratio_tulu_v3.9_personahub_math_interm_algebra_20k,ratio_tulu_v3.9_sciriff_10k,ratio_tulu_v3.9_synthetic_finalresp_wildguardmixtrain_decontaminated_50k,ratio_tulu_v3.9_table_gpt_5k,ratio_tulu_v3.9_wildchat_100k,ratio_tulu_v3.9_wildjailbreak_decontaminated_50k,ratio_tulu-3-sft-personas-math-grade,metric_minerva_math::tulu,metric_gsm8k::tulu,metric_bbh:cot-v1::tulu,metric_mmlu:cot::summarize,metric_codex_humaneval::tulu,metric_codex_humanevalplus::tulu,metric_drop::llama3,metric_ifeval::tulu,metric_popqa::tulu,metric_truthfulqa::tulu,metric_arc_challenge:rc::tulu,metric_bigcodebench_hard::tulu,metric_gpqa:0shot_cot::tulu3,metric_naturalqs::tulu,metric_piqa:mc::tulu,metric_socialiqa:mc::tulu,metric_triviaqa::tulu,train_time,metric_avg_id+ood,metric_avg_id,metric_avg_ood
Qwen2.5-3B,0.0066,0.0688,0.0506,0.0148,0.126,0.0024,0.112,0.059,0.185,0.0006,0.0978,0.0544,0.0394,0.0096,0.0402,0.0232,0.0426,0.032,0.035,0.4157153297,0.7164518575,0.536015973,0.6282474775,0.8744556763,0.8264826146,0.4918057886,0.5859519409,0.1642952267,0.4383480847,0.5520477816,0.0540540541,0.2857142857,0.2143850416,0.8155603917,0.7384851586,0.520305415,258.87356875,0.5210777705,0.5677769969500001,0.45436458975714283
Qwen2.5-3B,0.0458,0.053,0.0458,0.008,0.0954,0.01,0.092,0.0272,0.1542,0.0,0.0844,0.1154,0.0154,0.0092,0.036,0.0084,0.1262,0.0492,0.024,0.4169521552,0.7194844579,0.5432345262,0.6410242517,0.8698352778,0.8330984927,0.4950776007,0.5304990758,0.1651363286,0.444733119,0.5460750853,0.0608108108,0.2901785714,0.2129612188,0.8188248096,0.7430910952,0.5197862046,258.87356875,0.5206354754,0.5659075285600002,0.45596111367142855
Qwen2.5-3B,0.0332,0.1514,0.0616,0.0066,0.0742,0.0094,0.0596,0.0194,0.072,0.0006,0.0666,0.086,0.0848,0.04,0.029,0.0106,0.1056,0.0256,0.0642,0.4118407018,0.7210007582,0.5378590078,0.6388125026,0.8650555063,0.8410844705,0.4934941275,0.5304990758,0.1629634822,0.4405640242,0.5511945392,0.0810810811,0.3058035714,0.2139279778,0.8275299238,0.7410440123,0.5207143646,258.87356875,0.522615831,0.56431736569,0.46304221002857143
Qwen2.5-3B,0.0284,0.0674,0.0674,0.0162,0.0712,0.0324,0.0528,0.0274,0.0722,0.0,0.075,0.0892,0.0096,0.0082,0.061,0.0018,0.1224,0.0648,0.1324,0.4257686587,0.7247915087,0.5393948702,0.644235688,0.8576796938,0.8188794093,0.4934259648,0.5471349353,0.1637344922,0.4433322626,0.5469283276,0.0540540541,0.2991071429,0.2151523546,0.8231773667,0.7369498465,0.5140339814,258.87356875,0.5204576798,0.56583774836,0.45562901054285715
Qwen2.5-3B,0.0226,0.1266,0.036,0.0184,0.1062,0.009,0.0704,0.014,0.077,0.0002,0.0426,0.1072,0.0166,0.0138,0.0662,0.0206,0.1108,0.0312,0.1104,0.4236218804,0.7361637604,0.5416986638,0.6229401705,0.880959013,0.8482468836,0.4958515101,0.528650647,0.1624027476,0.4407828233,0.5520477816,0.0743243243,0.2879464286,0.2121717452,0.8215451578,0.7369498465,0.5179167522,258.87356875,0.5226011845,0.5681318099699999,0.4575574337428572
Qwen2.5-3B,0.004,0.085,0.0568,0.006,0.0268,0.0086,0.052,0.053,0.1746,0.0008,0.1336,0.095,0.0116,0.0258,0.0466,0.0078,0.1366,0.0586,0.0168,0.4150686856,0.7285822593,0.5476885271,0.6342298068,0.8779240609,0.827541064,0.4948573826,0.595194085,0.1658372468,0.4358078013,0.5494880546,0.1148648649,0.2790178571,0.2150637119,0.8220892274,0.7400204708,0.519556547,258.87356875,0.5272253914,0.57227309194,0.46287153338571435
Qwen2.5-3B,0.0288,0.1322,0.1132,0.0098,0.1196,0.006,0.0138,0.0742,0.071,0.001,0.0482,0.0612,0.0764,0.013,0.037,0.0128,0.0982,0.055,0.0286,0.4236408526,0.7088703563,0.5350944555,0.6340769424,0.8783756784,0.8280392161,0.497735948,0.5878003697,0.1620522885,0.4306357934,0.5409556314,0.1081081081,0.28125,0.2146260388,0.8199129489,0.7441146366,0.5218327666,258.87356875,0.5245365901,0.56863219009,0.46154287577142866
Qwen2.5-3B,0.0084,0.0984,0.03,0.003,0.0628,0.0136,0.0458,0.0622,0.133,0.0004,0.216,0.0238,0.0908,0.0062,0.021,0.0022,0.0494,0.0812,0.0518,0.4177977028,0.7210007582,0.5452311473,0.6336373584,0.8698119445,0.8275694799,0.4935329279,0.606284658,0.1696922969,0.4578863611,0.5708191126,0.0810810811,0.2767857143,0.2116149584,0.8237214363,0.7374616172,0.518179596,258.87356875,0.5271828324,0.5742444634999999,0.4599519308428572
Qwen2.5-3B,0.0342,0.059,0.0934,0.0232,0.0348,0.0024,0.035,0.0474,0.1472,0.0004,0.0326,0.0538,0.0694,0.0126,0.0188,0.0044,0.1484,0.1146,0.0688,0.4283194956,0.7255496588,0.5409307326,0.6256200191,0.8637173868,0.8241759468,0.4908074664,0.561922366,0.1640849513,0.4404197597,0.542662116,0.0608108108,0.3080357143,0.2108725762,0.830250272,0.7430910952,0.5205154739,258.87356875,0.5224579907,0.56655477831,0.45946257977142857
Qwen2.5-3B,0.015,0.1074,0.131,0.0048,0.0582,0.0216,0.0566,0.053,0.0986,0.0006,0.0422,0.0716,0.048,0.0088,0.1132,0.0156,0.051,0.0584,0.0444,0.4188697338,0.7103866566,0.5406235601,0.6353873478,0.8740200985,0.8171574282,0.5014114933,0.5970425139,0.1614915539,0.4397401352,0.5571672355,0.0945945946,0.296875,0.2159916898,0.816648531,0.7461617195,0.5246915326,258.87356875,0.5263682838,0.56961305213,0.4645900432857143
Qwen2.5-3B,0.009,0.0636,0.05,0.014,0.1326,0.025,0.08,0.0394,0.0602,0.0004,0.047,0.1012,0.0634,0.0164,0.1312,0.013,0.0904,0.0226,0.0404,0.4159977101,0.7323730099,0.5375518354,0.6346282826,0.8723228699,0.81603152,0.4983819211,0.5378927911,0.1613513703,0.4506614278,0.5511945392,0.0675675676,0.2946428571,0.213099723,0.8139281828,0.7451381781,0.5159572823,258.87356875,0.5211012393,0.56571927382,0.45736119001428577
Qwen2.5-3B,0.0236,0.1838,0.0782,0.0038,0.0688,0.026,0.0142,0.0592,0.0604,0.0004,0.1,0.0548,0.021,0.012,0.0402,0.0112,0.0414,0.1136,0.0874,0.4220869263,0.7255496588,0.5309476271,0.6366147694,0.8847216553,0.8266990504,0.4940184564,0.6025878004,0.1613513703,0.4421670141,0.5605802048,0.0878378378,0.2790178571,0.2152409972,0.8248095756,0.7405322416,0.5187537262,258.87356875,0.526677457,0.5726744328500001,0.46096749147142857
Qwen2.5-3B,0.019,0.0786,0.0978,0.0392,0.0512,0.0102,0.0488,0.0988,0.07,0.0,0.0472,0.0902,0.0948,0.0226,0.0386,0.002,0.0816,0.0268,0.083,0.4113858573,0.7278241092,0.5390876977,0.630338242,0.8743907258,0.8329000768,0.4874507131,0.5933456562,0.1628232985,0.4329478379,0.54778157,0.0878378378,0.3035714286,0.2123878116,0.8182807399,0.741555783,0.525854001,258.87356875,0.5252801992,0.5692494214500001,0.46246702455714284
Qwen2.5-3B,0.0202,0.039,0.085,0.024,0.0608,0.0086,0.06,0.0618,0.2326,0.0006,0.1208,0.0304,0.0208,0.0458,0.0276,0.0038,0.1022,0.0188,0.0368,0.4123879427,0.7323730099,0.542466595,0.6317646039,0.8637224693,0.8291646623,0.4894033138,0.5822550832,0.1654166959,0.4318001168,0.542662116,0.1013513514,0.2879464286,0.215567867,0.8182807399,0.7436028659,0.5237309043,258.87356875,0.5243468686,0.56807544928,0.46187746758571435
Qwen2.5-3B,0.0152,0.0942,0.0806,0.0106,0.0246,0.0098,0.049,0.091,0.0506,0.0004,0.0934,0.0552,0.0928,0.0132,0.133,0.0036,0.033,0.091,0.0586,0.4042272986,0.713419257,0.5370910766,0.6335595805,0.888588324,0.8240865408,0.4962720218,0.6173752311,0.1642251349,0.4389027011,0.5580204778,0.0945945946,0.3080357143,0.2158033241,0.8215451578,0.7451381781,0.520272567,258.87356875,0.5283033635,0.57177471664,0.46620143052857144
Qwen2.5-3B,0.0058,0.0622,0.1098,0.0198,0.0908,0.0054,0.0624,0.0128,0.0736,0.0002,0.2556,0.0294,0.0208,0.0278,0.0502,0.0026,0.0724,0.0698,0.0284,0.425208852,0.699772555,0.5367839042,0.5948200038,0.8857098406,0.8265105355,0.4970805369,0.5268022181,0.163804584,0.4432762016,0.5529010239,0.0810810811,0.2834821429,0.2128421053,0.8150163221,0.7374616172,0.5210247634,258.87356875,0.5178575463,0.55997692317,0.45768700798571427
Qwen2.5-3B,0.0428,0.189,0.0686,0.0106,0.053,0.0168,0.0188,0.0492,0.0766,0.0008,0.0988,0.0162,0.0336,0.0154,0.0222,0.0022,0.148,0.0842,0.0532,0.4131915369,0.7149355572,0.5403163877,0.6403343608,0.8628915448,0.8450223274,0.4940604027,0.595194085,0.1629634822,0.4429732434,0.5563139932,0.0675675676,0.2924107143,0.213900277,0.8286180631,0.741555783,0.5178066961,258.87356875,0.5252974131,0.5711882928099999,0.4597390134714286
Qwen2.5-3B,0.0108,0.0976,0.0344,0.0462,0.0498,0.0062,0.045,0.0112,0.0942,0.0,0.209,0.072,0.0172,0.0248,0.0176,0.008,0.0534,0.0614,0.1412,0.4345979912,0.739954511,0.538626939,0.6241448714,0.8773613544,0.8281095792,0.4893540268,0.4953789279,0.1669587159,0.4480023501,0.5605802048,0.0675675676,0.2700892857,0.2150249307,0.8193688792,0.735926305,0.5219707874,258.87356875,0.5195892487,0.56424892669,0.45578970862857143
Qwen2.5-3B,0.0292,0.0936,0.1236,0.0398,0.078,0.023,0.0224,0.0244,0.0946,0.0,0.0718,0.034,0.063,0.019,0.0714,0.0036,0.0596,0.1008,0.048,0.4176937984,0.706595906,0.528336661,0.6266343438,0.8759811886,0.8250057492,0.4983735319,0.5452865065,0.1629634822,0.4418425501,0.5605802048,0.0810810811,0.296875,0.2151468144,0.8220892274,0.7461617195,0.5211892123,258.87356875,0.5218727634,0.5628713717699999,0.4633033227857143
Qwen2.5-3B,0.0102,0.0948,0.0992,0.013,0.0602,0.0034,0.0292,0.0842,0.1114,0.0,0.0372,0.0722,0.0538,0.0228,0.0476,0.0164,0.1492,0.0222,0.0734,0.4193536147,0.6967399545,0.5487636308,0.635936235,0.883724196,0.8277476648,0.4969599413,0.5988909427,0.1659774304,0.4359049358,0.542662116,0.1013513514,0.3035714286,0.213867036,0.8237214363,0.7461617195,0.5196801741,258.87356875,0.5271184593,0.5709998546,0.4644307517
Qwen2.5-3B,0.009,0.1524,0.083,0.0056,0.085,0.0122,0.0496,0.018,0.102,0.0008,0.0356,0.0902,0.032,0.0046,0.0322,0.019,0.0968,0.1404,0.0318,0.4210203553,0.7096285064,0.5271079711,0.6264852287,0.8724764343,0.8362734449,0.4940132131,0.5231053604,0.1628232985,0.4271036647,0.5435153584,0.0675675676,0.3147321429,0.2151689751,0.8204570185,0.7430910952,0.5209525245,258.87356875,0.5191483623,0.56000374774,0.4607835260285715
Qwen2.5-3B,0.0132,0.125,0.1412,0.0364,0.0408,0.029,0.0196,0.0316,0.0898,0.0002,0.0684,0.0548,0.0228,0.011,0.0678,0.0184,0.0506,0.066,0.1134,0.4288363406,0.7096285064,0.5378590078,0.6308748357,0.8702429678,0.8279023184,0.4995574664,0.5674676525,0.1644354104,0.4379010629,0.5571672355,0.0945945946,0.2924107143,0.2172271468,0.8171926007,0.7476970317,0.5263911326,258.87356875,0.5251403544,0.5674705568899999,0.4646686366
Qwen2.5-3B,0.0038,0.0504,0.1116,0.0204,0.0866,0.027,0.0952,0.0174,0.1344,0.001,0.0904,0.0298,0.0518,0.029,0.0336,0.003,0.1076,0.0442,0.0626,0.416863625,0.7073540561,0.5423130088,0.6307992783,0.8705970604,0.8242950227,0.4932613255,0.5194085028,0.1628232985,0.4277895912,0.545221843,0.0608108108,0.2834821429,0.2150083102,0.8237214363,0.7441146366,0.5228117942,258.87356875,0.5170985731,0.55955047693,0.4564529962857143
Qwen2.5-3B,0.0046,0.0512,0.0548,0.008,0.1666,0.009,0.0528,0.055,0.1344,0.0002,0.0618,0.1126,0.0598,0.0048,0.045,0.0188,0.1038,0.0286,0.028,0.4075701858,0.7308567096,0.5401628014,0.6272278,0.8841853514,0.8182282538,0.4928450084,0.584103512,0.1651363286,0.4467882519,0.54778157,0.0675675676,0.3214285714,0.215166205,0.8161044614,0.7436028659,0.520523876,258.87356875,0.5252517247,0.5697104202900001,0.4617393024714286
Qwen2.5-3B,0.0402,0.1244,0.0568,0.0096,0.1656,0.0054,0.0316,0.0792,0.0862,0.0004,0.0482,0.0446,0.0446,0.0152,0.0386,0.0046,0.0558,0.123,0.026,0.4248045413,0.7050796058,0.5307940409,0.6306426173,0.8652985097,0.8116863032,0.4942145554,0.6155268022,0.1610009112,0.4403296603,0.5563139932,0.0810810811,0.3080357143,0.2147091413,0.8215451578,0.7379733879,0.5241757419,258.87356875,0.5248948097,0.56793775473,0.4634048882142857
Qwen2.5-3B,0.033,0.1912,0.1258,0.0278,0.0744,0.016,0.0286,0.0198,0.0952,0.0,0.0806,0.0334,0.0262,0.031,0.081,0.0116,0.048,0.027,0.0494,0.3960893078,0.7088703563,0.5329442482,0.6172200341,0.8749116501,0.8378801124,0.4975419463,0.5249537893,0.1607906357,0.4331201395,0.5580204778,0.0675675676,0.3102678571,0.217232687,0.8215451578,0.7446264074,0.5248874746,258.87356875,0.5193217558,0.5584322219699999,0.46344966132857135
Qwen2.5-3B,0.041,0.1608,0.043,0.0052,0.0492,0.0128,0.1026,0.0372,0.1328,0.0,0.1272,0.038,0.0106,0.0224,0.0526,0.0058,0.045,0.0428,0.0708,0.4106096658,0.7270659591,0.5416986638,0.6359322201,0.8716483481,0.8339822886,0.4955641779,0.5711645102,0.1641550431,0.4503901134,0.5614334471,0.0608108108,0.2901785714,0.2135623269,0.8182807399,0.7395087001,0.5206748794,258.87356875,0.5239212039,0.5702210990100001,0.45777849651428576
Qwen2.5-3B,0.0062,0.0532,0.0976,0.0072,0.0898,0.0228,0.0156,0.0346,0.0664,0.0002,0.2196,0.0404,0.0684,0.0202,0.0344,0.0132,0.06,0.0602,0.09,0.4271430193,0.7088703563,0.5334050069,0.6340067281,0.8762374594,0.8182365377,0.4907036493,0.5323475046,0.1670988996,0.4518785692,0.5554607509,0.0743243243,0.3058035714,0.2155096953,0.8248095756,0.7410440123,0.5236040031,258.87356875,0.522381392,0.5639927730400001,0.46293656184285714
Qwen2.5-3B,0.026,0.0548,0.0416,0.0282,0.084,0.0034,0.0296,0.032,0.0568,0.0,0.119,0.0234,0.0632,0.0066,0.0334,0.0048,0.1546,0.0988,0.1398,0.4202820634,0.73313116,0.5469205959,0.6404992919,0.8729384478,0.8293037712,0.4894620386,0.5378927911,0.1638746758,0.4622907033,0.5546075085,0.0608108108,0.2834821429,0.2140138504,0.8204570185,0.7502558854,0.5160952586,258.87356875,0.5233128244,0.5696595539,0.4571032107285714
Qwen2.5-3B,0.0362,0.0358,0.0834,0.0088,0.0374,0.0138,0.05,0.0326,0.148,0.0006,0.0962,0.0984,0.0486,0.0058,0.0188,0.004,0.0492,0.0922,0.1404,0.3993562587,0.7278241092,0.5324834895,0.6413760482,0.8692815811,0.8322770071,0.4933903104,0.5767097967,0.1635943085,0.4341764957,0.5563139932,0.0810810811,0.2991071429,0.2156925208,0.816648531,0.7405322416,0.5226275476,258.87356875,0.5236748508,0.5670469405099999,0.4617147226
Qwen2.5-3B,0.0056,0.081,0.0364,0.0098,0.0922,0.0052,0.0576,0.0478,0.23,0.001,0.0528,0.0286,0.0834,0.0272,0.0682,0.0024,0.0798,0.0214,0.0696,0.4062680408,0.7149355572,0.5440024574,0.6148682557,0.8780445561,0.8305057191,0.4979907718,0.5711645102,0.1633139413,0.4459427546,0.5537542662,0.0743243243,0.2723214286,0.2154764543,0.8193688792,0.741555783,0.5169076759,258.87356875,0.5212203162,0.56670365642,0.4562441159285715
Qwen2.5-3B,0.0234,0.095,0.0864,0.0408,0.0498,0.009,0.0182,0.032,0.1324,0.001,0.038,0.0738,0.0152,0.0062,0.0664,0.0036,0.1366,0.1038,0.068,0.4220295421,0.7247915087,0.5381661803,0.6300998907,0.8900100409,0.8378719276,0.4924832215,0.5656192237,0.1616317376,0.4344028203,0.5486348123,0.0743243243,0.3058035714,0.2135290859,0.8220892274,0.7425793245,0.5150514624,258.87356875,0.5246539942,0.5697106093399998,0.46028740117142863
Qwen2.5-3B,0.0042,0.0466,0.066,0.014,0.1396,0.0042,0.0474,0.04,0.1494,0.0004,0.1212,0.0302,0.0286,0.0238,0.0872,0.0166,0.0528,0.0328,0.095,0.4297034198,0.7323730099,0.5297189372,0.6251688274,0.8767429052,0.8269647601,0.4948825503,0.5711645102,0.1668886241,0.4421553648,0.5511945392,0.0472972973,0.3058035714,0.2130443213,0.8139281828,0.7446264074,0.5210727371,258.87356875,0.5231017627,0.5695762909,0.4567095795
Qwen2.5-3B,0.0402,0.0816,0.044,0.008,0.0616,0.0326,0.067,0.0726,0.0984,0.0,0.069,0.052,0.047,0.0134,0.0496,0.02,0.0898,0.069,0.0848,0.4098615839,0.7285822593,0.5329442482,0.6449024977,0.837686647,0.8180064716,0.4911472315,0.6007393715,0.1647858695,0.4546350581,0.5494880546,0.0608108108,0.2901785714,0.2141883657,0.8182807399,0.7405322416,0.5175333744,258.87356875,0.5220178469,0.5683291238300001,0.4558588797714286
Qwen2.5-7B,0.0152,0.0368,0.063,0.021,0.0838,0.0158,0.0418,0.0608,0.1398,0.0,0.0332,0.0254,0.0224,0.0422,0.077,0.0192,0.147,0.1294,0.0266,0.4853136082,0.7862016679,0.6335432345,0.7380882316,0.9159119688,0.8769287799,0.6140792785,0.6802218115,0.1956963622,0.5224545902,0.6058020478,0.1148648649,0.3504464286,0.2702216066,0.8748639826,0.7804503582,0.6174201658,480.9,0.5919122934,0.64484395333,0.5162956363571428
Qwen2.5-7B,0.0046,0.092,0.0726,0.018,0.0216,0.0042,0.0286,0.0482,0.0952,0.0012,0.051,0.223,0.0422,0.0232,0.0786,0.0128,0.0688,0.0364,0.0776,0.4922887981,0.7937831691,0.6320073721,0.7397322388,0.9246011813,0.8678447817,0.6169557466,0.6728280961,0.1933833322,0.515803671,0.6032423208,0.1418918919,0.2991071429,0.2728227147,0.872687704,0.7773797339,0.620338237,508.4,0.5903940078,0.6449228387,0.5124956778857143
Qwen2.5-7B,0.0314,0.0568,0.0484,0.0184,0.064,0.0048,0.0234,0.0312,0.1882,0.0006,0.0414,0.1628,0.0262,0.0088,0.0742,0.0192,0.121,0.0562,0.0236,0.4870626185,0.8021228203,0.6315466134,0.7392380542,0.9146043773,0.8749780198,0.6218278104,0.6691312384,0.1974486577,0.5131761484,0.5964163823,0.0743243243,0.3102678571,0.266,0.8786724701,0.7748208802,0.6169309664,565.4666666667,0.5863864258,0.64511363584,0.5024904114857144
Qwen2.5-7B,0.0126,0.0512,0.0798,0.0194,0.0852,0.0054,0.0184,0.0978,0.0702,0.0006,0.1122,0.0622,0.0572,0.0134,0.0282,0.009,0.0758,0.1338,0.068,0.4837915831,0.7922668688,0.6278605437,0.7422298721,0.9043986294,0.8826908952,0.6148343121,0.6802218115,0.1972383823,0.5113034313,0.590443686,0.0945945946,0.3370535714,0.2687728532,0.872687704,0.7804503582,0.6196452242,514.1333333333,0.5882637836,0.64368363295,0.5090925702285715
Qwen2.5-7B,0.006,0.0452,0.0772,0.0332,0.0508,0.0106,0.0154,0.0404,0.1004,0.0002,0.1114,0.1092,0.0314,0.012,0.0914,0.013,0.13,0.0502,0.072,0.482967948,0.8074298711,0.6283213024,0.739301017,0.9120880724,0.8563953367,0.6189177852,0.6580406654,0.197729025,0.512152589,0.593003413,0.1283783784,0.3214285714,0.2681883657,0.8764961915,0.7814738997,0.618882258,555.6333333333,0.58830557,0.64133436122,0.5125501539571429
Qwen2.5-7B,0.0298,0.0726,0.1512,0.0334,0.027,0.0044,0.0632,0.0354,0.0696,0.0,0.0816,0.1368,0.0182,0.0214,0.0164,0.0134,0.0964,0.0598,0.0694,0.4892331648,0.786959818,0.6249424052,0.7388225276,0.9133438486,0.8800874614,0.6168267617,0.6691312384,0.1962570968,0.4967977454,0.6015358362,0.1283783784,0.3013392857,0.2660249307,0.872687704,0.7763561924,0.6182842741,518.2,0.5868828629,0.64124020679,0.5092295145
Qwen2.5-7B,0.0418,0.0684,0.0472,0.0344,0.1378,0.0064,0.027,0.0102,0.1976,0.0002,0.117,0.0482,0.0142,0.0102,0.1042,0.004,0.0746,0.026,0.0306,0.4917819092,0.7915087187,0.6326217171,0.7353009407,0.9225010482,0.874393597,0.6101447148,0.5804066543,0.1953459031,0.5216857315,0.5947098976,0.1283783784,0.3013392857,0.2678559557,0.8743199129,0.780962129,0.6188154706,547.8666666667,0.583651292,0.6355690934599999,0.5094830042714286
Qwen2.5-7B,0.0328,0.099,0.1028,0.0068,0.1606,0.0126,0.0312,0.0322,0.0994,0.0002,0.063,0.1016,0.0102,0.0102,0.0302,0.0052,0.105,0.061,0.0358,0.4869882733,0.7899924185,0.6263246813,0.7395513911,0.9248063959,0.8840653183,0.6125755034,0.674676525,0.1954860868,0.507173474,0.5964163823,0.1148648649,0.3482142857,0.2693573407,0.8786724701,0.780962129,0.6141092218,538.4,0.5908374566,0.64416400676,0.5146566706428571
Qwen2.5-7B,0.0302,0.0428,0.0664,0.0116,0.0788,0.0118,0.0652,0.0356,0.1114,0.0008,0.091,0.0644,0.0224,0.007,0.1536,0.0134,0.109,0.0234,0.0612,0.4895788294,0.7877179682,0.6287820611,0.7407007099,0.9169505832,0.8630951422,0.613480495,0.6635859519,0.196187005,0.5188060431,0.5989761092,0.1351351351,0.3125,0.2653434903,0.8737758433,0.780962129,0.6190319011,540.8666666667,0.5885064351,0.6418884788999999,0.5122463725714286
Qwen2.5-7B,0.0128,0.1032,0.0326,0.0116,0.0232,0.0038,0.0556,0.011,0.107,0.0006,0.1296,0.0906,0.035,0.0342,0.0666,0.0076,0.069,0.0434,0.1626,0.4892535027,0.806671721,0.6317001997,0.7349840286,0.9005740729,0.8687324389,0.6174255453,0.6136783734,0.1916310367,0.5220107277,0.5955631399,0.1283783784,0.265625,0.2715290859,0.8754080522,0.7814738997,0.6196973088,525.4666666667,0.5831962654,0.6376661646899999,0.5053821235571428
Qwen2.5-7B,0.0094,0.0992,0.1206,0.036,0.0254,0.0192,0.0246,0.046,0.1114,0.0,0.0602,0.0938,0.0628,0.0168,0.049,0.0186,0.0618,0.0518,0.0934,0.483598332,0.7990902199,0.6343111657,0.7378606039,0.9178563593,0.867917818,0.6190163591,0.6358595194,0.1966776477,0.514085993,0.5947098976,0.1148648649,0.3035714286,0.2734238227,0.8721436344,0.7743091095,0.6221778888,512.5666666667,0.5859690979,0.6406274018,0.5078858066428571
Qwen2.5-7B,0.0212,0.0464,0.0378,0.0062,0.023,0.0052,0.0232,0.0476,0.2244,0.0002,0.098,0.0164,0.0884,0.0134,0.1002,0.0076,0.0944,0.0482,0.0982,0.48431037,0.7748294162,0.634464752,0.7421386901,0.9108577417,0.8698528686,0.6147808305,0.6524953789,0.1958365459,0.5187227392,0.5981228669,0.1013513514,0.3325892857,0.268299169,0.8754080522,0.7768679632,0.6182148613,565.2666666667,0.5864201696,0.63982893331,0.5101219356714285
Qwen2.5-7B,0.021,0.1042,0.0894,0.0072,0.056,0.0096,0.0394,0.0496,0.1298,0.0008,0.0496,0.1126,0.024,0.0044,0.0336,0.0072,0.1622,0.0648,0.0352,0.4815814639,0.8028809704,0.6312394409,0.7413189504,0.9168519033,0.8833670671,0.6193529782,0.6543438078,0.196958015,0.5185052255,0.5964163823,0.1283783784,0.3236607143,0.2697645429,0.8819368879,0.7830092119,0.6181957018,574.7,0.5910448025,0.64463998225,0.5144802599285715
Qwen2.5-7B,0.0098,0.1056,0.2044,0.0112,0.071,0.0088,0.0952,0.0106,0.1028,0.0008,0.0324,0.0398,0.0728,0.0084,0.057,0.0078,0.0636,0.0658,0.0324,0.4793233304,0.7687642153,0.6266318538,0.7358640312,0.9180077455,0.8605568901,0.622034396,0.6321626617,0.1970281068,0.492596251,0.5964163823,0.1148648649,0.2723214286,0.2679556787,0.8770402612,0.7824974411,0.6212661736,509.1333333333,0.5803136301,0.63329694818,0.5046231757714286
Qwen2.5-7B,0.01,0.2014,0.0376,0.0182,0.0476,0.0116,0.024,0.146,0.1882,0.0006,0.0704,0.016,0.0332,0.0152,0.0162,0.0036,0.0484,0.0574,0.0546,0.4824108067,0.7816527672,0.6260175088,0.746647457,0.917515138,0.8770547536,0.612034396,0.6839186691,0.1962570968,0.5150392533,0.6066552901,0.1486486486,0.3303571429,0.2695069252,0.8699673558,0.7794268168,0.6201343416,530.9333333333,0.591955551,0.64385478465,0.5178137887142857
Qwen2.5-7B,0.0382,0.0464,0.0922,0.008,0.0708,0.0074,0.0444,0.0132,0.1836,0.0,0.097,0.0822,0.0266,0.0218,0.0954,0.0062,0.1194,0.0206,0.0262,0.4877029843,0.7839272176,0.6277069575,0.7394686444,0.9095533186,0.863232535,0.6132571309,0.6210720887,0.196187005,0.5177203624,0.5955631399,0.1081081081,0.2924107143,0.2656177285,0.8743199129,0.7840327533,0.6156034863,572.1666666667,0.5820872993,0.6359828244399999,0.5050936919
Qwen2.5-7B,0.027,0.0426,0.029,0.0066,0.061,0.0108,0.1462,0.0358,0.0762,0.0004,0.1518,0.0586,0.0218,0.0192,0.0754,0.0126,0.131,0.0684,0.0256,0.4894626919,0.7915087187,0.637075718,0.7422272141,0.9159721999,0.8689804589,0.6223825503,0.6543438078,0.1952758113,0.5227604517,0.6049488055,0.1216216216,0.2901785714,0.268565097,0.8759521219,0.7830092119,0.6189430343,552.6,0.5884240051,0.6439989622600001,0.5090312090857143
Qwen2.5-7B,0.0194,0.1692,0.0924,0.0466,0.0822,0.008,0.0402,0.0104,0.1098,0.0002,0.0804,0.037,0.0294,0.0068,0.0812,0.0046,0.1182,0.0312,0.0332,0.4849133524,0.7824109174,0.6310858547,0.7391487825,0.9059855279,0.856318868,0.6093812919,0.573012939,0.1939440667,0.5225934564,0.5981228669,0.1283783784,0.3080357143,0.2744044321,0.8781284004,0.7763561924,0.6242398691,548.9666666667,0.5815565241,0.6298795056900001,0.5125236933714286
Qwen2.5-7B,0.0184,0.1042,0.1442,0.0252,0.0352,0.006,0.0812,0.064,0.0598,0.0002,0.0472,0.023,0.0122,0.037,0.0764,0.0136,0.1788,0.0166,0.057,0.4848929623,0.786959818,0.6416833052,0.743594743,0.918828637,0.8769286479,0.6167774748,0.6617375231,0.1973084741,0.5026039687,0.5989761092,0.1621621622,0.3058035714,0.2678476454,0.8754080522,0.7830092119,0.6214779548,581.7333333333,0.5909411918,0.64313155541,0.5163835295857143
